#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_aachen_adj;Aachener;;;;;;;;;;;;;x
c_aalst_adj;Aalster;;;;;;;;;;;;;x
c_aargau_adj;Aargauer;aargauer;;;;;;;;;;;;x
c_naumadal_adj;Naumdœlir;;;;;;;;;;;;;x
c_naxos_adj;Kykladian;Kyklados;;;;;;;;;;;;x
c_naxos_adj_central_italian;Nassian;Nasso;;;;;;;;;;;;x
c_naxos_adj_corsican;Nassian;Nasso;;;;;;;;;;;;x
c_naxos_adj_dalmatian;Nassian;Nasso;;;;;;;;;;;;x
c_naxos_adj_italian;Nassian;Nasso;;;;;;;;;;;;x
c_naxos_adj_ligurian;Nassian;Nasso;;;;;;;;;;;;x
c_naxos_adj_neapolitan;Nassian;Nasso;;;;;;;;;;;;x
c_naxos_adj_oghuz;Kikladian;Kiklad;;;;;;;;;;;;x
c_naxos_adj_sardinian;Nassian;Nasso;;;;;;;;;;;;x
c_naxos_adj_sicilian;Nassian;Nasso;;;;;;;;;;;;x
c_naxos_adj_southern_italian;Nassian;Nasso;;;;;;;;;;;;x
c_naxos_adj_turkish;Kikladian;Kiklad;;;;;;;;;;;;x
c_naxos_adj_turkmen;Kikladian;Kiklad;;;;;;;;;;;;x
c_naxos_adj_tuscan;Nassian;Nasso;;;;;;;;;;;;x
c_naxos_adj_venetian;Nassian;Nasso;;;;;;;;;;;;x
c_nellenburg_adj;Nellenburger;;;;;;;;;;;;;x
c_neokaisareia_adj;Neokaisareian;Neokaisareia;;;;;;;;;;;;x
c_neokaisareia_adj_armenian;Nikisarian;Nikisar;;;;;;;;;;;;x
c_neokaisareia_adj_frankish;Néocésaréan;Néocésarée;;;;;;;;;;;;x
c_neokaisareia_adj_norman;Néocésaréan;Néocésarée;;;;;;;;;;;;x
c_neokaisareia_adj_oghuz;Niksarian;Niksar;;;;;;;;;;;;x
c_neokaisareia_adj_turkish;Niksarian;Niksar;;;;;;;;;;;;x
c_neokaisareia_adj_turkmen;Niksarian;Niksar;;;;;;;;;;;;x
c_neopatras_adj;Neopatrian;Neopatras;;;;;;;;;;;;x
c_neopatras_adj_catalan;Neopatrian;Neopatria;;;;;;;;;;;;x
c_neopatras_adj_central_italian;Neopatrian;Neopatras;;;;;;;;;;;;x
c_neopatras_adj_corsican;Neopatrian;Neopatras;;;;;;;;;;;;x
c_neopatras_adj_dalmatian;Neopatrian;Neopatras;;;;;;;;;;;;x
c_neopatras_adj_frankish;Neopatrian;Neopatrie;;;;;;;;;;;;x
c_neopatras_adj_italian;Neopatrian;Neopatras;;;;;;;;;;;;x
c_neopatras_adj_ligurian;Neopatrian;Neopatras;;;;;;;;;;;;x
c_neopatras_adj_neapolitan;Neopatrian;Neopatras;;;;;;;;;;;;x
c_neopatras_adj_norman;Neopatrian;Neopatrie;;;;;;;;;;;;x
c_neopatras_adj_oghuz;Patracikian;Patracik;;;;;;;;;;;;x
c_neopatras_adj_sardinian;Neopatrian;Neopatras;;;;;;;;;;;;x
c_neopatras_adj_sicilian;Neopatrian;Neopatras;;;;;;;;;;;;x
c_neopatras_adj_southern_italian;Neopatrian;Neopatras;;;;;;;;;;;;x
c_neopatras_adj_turkish;Patracikian;Patracik;;;;;;;;;;;;x
c_neopatras_adj_turkmen;Patracikian;Patracik;;;;;;;;;;;;x
c_neopatras_adj_tuscan;Neopatrian;Neopatras;;;;;;;;;;;;x
c_neopatras_adj_venetian;Neopatrian;Neopatras;;;;;;;;;;;;x
c_neuchatel_adj;Neuchâtelois;neuchateloise;;;;;;;;;;;;x
c_neumark_adj;Neumarker;;;;;;;;;;;;;x
c_neumark_adj_bohemian;Cedyne;;;;;;;;;;;;;x
c_neumark_adj_bosnian;Cedynia;;;;;;;;;;;;;x
c_neumark_adj_bulgarian;Cedynia;;;;;;;;;;;;;x
c_neumark_adj_carantanian;Cedynia;;;;;;;;;;;;;x
c_neumark_adj_croatian;Cedynia;;;;;;;;;;;;;x
c_neumark_adj_slovieni;Cedyne;;;;;;;;;;;;;x
c_neumark_adj_polish;Cedynia;;;;;;;;;;;;;x
c_neumark_adj_pommeranian;Cediniô;;;;;;;;;;;;;x
c_neumark_adj_russian;Cedynye;;;;;;;;;;;;;x
c_neumark_adj_serbian;Cedynia;;;;;;;;;;;;;x
c_nicosia_adj;Nikosian;Nikosia;;;;;;;;;;;;x
c_nicosia_adj_armenian;Nigosian;Nigosia;;;;;;;;;;;;x
c_nicosia_adj_central_italian;Nicosian;Nicosia;;;;;;;;;;;;x
c_nicosia_adj_corsican;Nicosian;Nicosia;;;;;;;;;;;;x
c_nicosia_adj_dalmatian;Nicosian;Nicosia;;;;;;;;;;;;x
c_nicosia_adj_frankish;Nicosian;Nicosie;;;;;;;;;;;;x
c_nicosia_adj_italian;Nicosian;Nicosia;;;;;;;;;;;;x
c_nicosia_adj_ligurian;Nicosian;Nicosia;;;;;;;;;;;;x
c_nicosia_adj_neapolitan;Nicosian;Nicosia;;;;;;;;;;;;x
c_nicosia_adj_norman;Nicosian;Nicosie;;;;;;;;;;;;x
c_nicosia_adj_oghuz;Lefkosan;Lefkosa;;;;;;;;;;;;x
c_nicosia_adj_sardinian;Nicosian;Nicosia;;;;;;;;;;;;x
c_nicosia_adj_sicilian;Nicosian;Nicosia;;;;;;;;;;;;x
c_nicosia_adj_southern_italian;Nicosian;Nicosia;;;;;;;;;;;;x
c_nicosia_adj_turkish;Lefkosan;Lefkosa;;;;;;;;;;;;x
c_nicosia_adj_turkmen;Lefkosan;Lefkosa;;;;;;;;;;;;x
c_nicosia_adj_tuscan;Nicosian;Nicosia;;;;;;;;;;;;x
c_nicosia_adj_venetian;Nicosian;Nicosia;;;;;;;;;;;;x
c_niederbayern_adj;Bogener;;;;;;;;;;;;;x
c_niederlausitz_adj;Niederlausitzer;;;;;;;;;;;;;x
c_nikaea_adj_andalusian_arabic;Níqíyan;Níqíyah;;;;;;;;;;;;x
c_nikaea_adj_bedouin_arabic;Níqíyan;Níqíyah;;;;;;;;;;;;x
c_nikaea_adj_central_italian;Nicean;Nicea;;;;;;;;;;;;x
c_nikaea_adj_corsican;Nicean;Nicea;;;;;;;;;;;;x
c_nikaea_adj_dalmatian;Nicean;Nicea;;;;;;;;;;;;x
c_nikaea_adj_egyptian_arabic;Níqíyan;Níqíyah;;;;;;;;;;;;x
c_nikaea_adj_frankish;Nicéan;Nicée;;;;;;;;;;;;x
c_nikaea_adj_italian;Nicean;Nicea;;;;;;;;;;;;x
c_nikaea_adj_levantine_arabic;Níqíyan;Níqíyah;;;;;;;;;;;;x
c_nikaea_adj_ligurian;Nicean;Nicea;;;;;;;;;;;;x
c_nikaea_adj_maghreb_arabic;Níqíyan;Níqíyah;;;;;;;;;;;;x
c_nikaea_adj_neapolitan;Nicean;Nicea;;;;;;;;;;;;x
c_nikaea_adj_norman;Nicéan;Nicée;;;;;;;;;;;;x
c_nikaea_adj_oghuz;Iznikian;Iznik;;;;;;;;;;;;x
c_nikaea_adj_sardinian;Nicean;Nicea;;;;;;;;;;;;x
c_nikaea_adj_sicilian;Nicean;Nicea;;;;;;;;;;;;x
c_nikaea_adj_southern_italian;Nicean;Nicea;;;;;;;;;;;;x
c_nikaea_adj_turkish;Iznikian;Iznik;;;;;;;;;;;;x
c_nikaea_adj_turkmen;Iznikian;Iznik;;;;;;;;;;;;x
c_nikaea_adj_tuscan;Nicean;Nicea;;;;;;;;;;;;x
c_nikaea_adj_venetian;Nicean;Nicea;;;;;;;;;;;;x
c_nikomedia_adj_andalusian_arabic;Niqmúdiyan;Niqmúdiyah;;;;;;;;;;;;x
c_nikomedia_adj_bedouin_arabic;Niqmúdiyan;Niqmúdiyah;;;;;;;;;;;;x
c_nikomedia_adj_central_italian;Nicomedian;Nicomedia;;;;;;;;;;;;x
c_nikomedia_adj_corsican;Nicomedian;Nicomedia;;;;;;;;;;;;x
c_nikomedia_adj_dalmatian;Nicomedian;Nicomedia;;;;;;;;;;;;x
c_nikomedia_adj_egyptian_arabic;Niqmúdiyan;Niqmúdiyah;;;;;;;;;;;;x
c_nikomedia_adj_frankish;Nicomédian;Nicomédie;;;;;;;;;;;;x
c_nikomedia_adj_italian;Nicomedian;Nicomedia;;;;;;;;;;;;x
c_nikomedia_adj_levantine_arabic;Niqmúdiyan;Niqmúdiyah;;;;;;;;;;;;x
c_nikomedia_adj_ligurian;Nicomedian;Nicomedia;;;;;;;;;;;;x
c_nikomedia_adj_maghreb_arabic;Niqmúdiyan;Niqmúdiyah;;;;;;;;;;;;x
c_nikomedia_adj_neapolitan;Nicomedian;Nicomedia;;;;;;;;;;;;x
c_nikomedia_adj_norman;Nicomédian;Nicomédie;;;;;;;;;;;;x
c_nikomedia_adj_oghuz;Iznikmidian;Iznikmid;;;;;;;;;;;;x
c_nikomedia_adj_sardinian;Nicomedian;Nicomedia;;;;;;;;;;;;x
c_nikomedia_adj_sicilian;Nicomedian;Nicomedia;;;;;;;;;;;;x
c_nikomedia_adj_southern_italian;Nicomedian;Nicomedia;;;;;;;;;;;;x
c_nikomedia_adj_turkish;Iznikmidian;Iznikmid;;;;;;;;;;;;x
c_nikomedia_adj_turkmen;Iznikmidian;Iznikmid;;;;;;;;;;;;x
c_nikomedia_adj_tuscan;Nicomedian;Nicomedia;;;;;;;;;;;;x
c_nikomedia_adj_venetian;Nicomedian;Nicomedia;;;;;;;;;;;;x
c_nikopolis_adj;Kranan;Kran;;;;;;;;;;;;x
c_nikopolis_adj_alan;Seuthopolitan;Seuthopolis;;;;;;;;;;;;x
c_nikopolis_adj_arberian;Seuthopolitan;Seuthopolis;;;;;;;;;;;;x
c_nikopolis_adj_armenian;Seuthopolitan;Seuthopolis;;;;;;;;;;;;x
c_nikopolis_adj_georgian;Seuthopolitan;Seuthopolis;;;;;;;;;;;;x
c_nikopolis_adj_greek;Seuthopolitan;Seuthopolis;;;;;;;;;;;;x
c_nikopolis_adj_oghuz;Hasatian;Hasat;;;;;;;;;;;;x
c_nikopolis_adj_turkish;Hasatian;Hasat;;;;;;;;;;;;x
c_nikopolis_adj_turkmen;Hasatian;Hasat;;;;;;;;;;;;x
c_nimes_adj;Nimesian;;;;;;;;;;;;;x
c_nineveh_adj;Ninawan;Ninawa;;;;;;;;;;;;x
c_nineveh_adj_assyrian;Hadyaban;Hadyab;;;;;;;;;;;;x
c_nitra_adj;Nyitravárian;;;;;;;;;;;;;x
c_nizhny_novgorod_adj;Nizhny Novgorodian;;;;;;;;;;;;;x
c_nordgau_adj;Nordgauer;nordgauer;;;;;;;;;;;;x
c_nordisland_adj;Norðurlandr;;;;;;;;;;;;;x
c_nordland_adj;Norðmœrir;;;;;;;;;;;;;x
c_nordskane_adj;Norræ Skaanskr;;;;;;;;;;;;;x
c_norfolk_adj;Norfolkish;;;;;;;;;;;;;x
c_norfolk_adj_breton;Wentian;;;;;;;;;;;;;x
c_norfolk_adj_cornish;Wentian;;;;;;;;;;;;;x
c_norfolk_adj_cumbric;Wentian;;;;;;;;;;;;;x
c_norfolk_adj_danish;Norðfolcr;;;;;;;;;;;;;x
c_norfolk_adj_gothic;Norðfolcr;;;;;;;;;;;;;x
c_norfolk_adj_icelandic;Norðfolcr;;;;;;;;;;;;;x
c_norfolk_adj_irish;Wentian;;;;;;;;;;;;;x
c_norfolk_adj_norse;Norðfolcr;;;;;;;;;;;;;x
c_norfolk_adj_norsegaelic;Norðfolcr;;;;;;;;;;;;;x
c_norfolk_adj_norwegian;Norðfolcr;;;;;;;;;;;;;x
c_norfolk_adj_saxon;Norþfolcisc;;;;;;;;;;;;;x
c_norfolk_adj_scottish;Wentian;;;;;;;;;;;;;x
c_norfolk_adj_swedish;Norðfolcr;;;;;;;;;;;;;x
c_norfolk_adj_welsh;Wentian;;;;;;;;;;;;;x
c_north_dvina_adj;Vynvian;;;;;;;;;;;;;x
c_north_dvina_adj_bohemian;Dvinan;Dvina;Dvina;;Dvina;;;;;;;;;x
c_north_dvina_adj_bosnian;Dvinan;Dvina;Dvina;;Dvina;;;;;;;;;x
c_north_dvina_adj_bulgarian;Dvinan;Dvina;Dvina;;Dvina;;;;;;;;;x
c_north_dvina_adj_carantanian;Dvinan;Dvina;Dvina;;Dvina;;;;;;;;;x
c_north_dvina_adj_croatian;Dvinan;Dvina;Dvina;;Dvina;;;;;;;;;x
c_north_dvina_adj_finnish;Vienan;Viena;Viena;;Viena;;;;;;;;;x
c_north_dvina_adj_karelian;Vienan;Viena;Viena;;Viena;;;;;;;;;x
c_north_dvina_adj_khanty;Vienan;Viena;Viena;;Viena;;;;;;;;;x
c_north_dvina_adj_lappish;Vienan;Viena;Viena;;Viena;;;;;;;;;x
c_north_dvina_adj_livonian;Vienan;Viena;Viena;;Viena;;;;;;;;;x
c_north_dvina_adj_slovieni;Dvinan;Dvina;Dvina;;Dvina;;;;;;;;;x
c_north_dvina_adj_polish;Dwinan;Dwina;Dwina;;Dwina;;;;;;;;;x
c_north_dvina_adj_pommeranian;Dwinan;Dwina;Dwina;;Dwina;;;;;;;;;x
c_north_dvina_adj_russian;Dvinán;Dviná;Dviná;;Dviná;;;;;;;;;x
c_north_dvina_adj_serbian;Dvinan;Dvina;Dvina;;Dvina;;;;;;;;;x
c_north_dvina_adj_ugricbaltic;Vienan;Viena;Viena;;Viena;;;;;;;;;x
c_north_dvina_adj_vepsian;Vienan;Viena;Viena;;Viena;;;;;;;;;x
c_north_frisia_adj;Utlandr;;;;;;;;;;;;;x
c_northampton_adj;Northamptonish;;;;;;;;;;;;;x
c_northampton_adj_breton;Cynwidionian;;;;;;;;;;;;;x
c_northampton_adj_cornish;Cynwidionian;;;;;;;;;;;;;x
c_northampton_adj_cumbric;Calchwyneddian;;;;;;;;;;;;;x
c_northampton_adj_danish;Norðhamtunr;;;;;;;;;;;;;x
c_northampton_adj_gothic;Norðhamtunr;;;;;;;;;;;;;x
c_northampton_adj_icelandic;Norðhamtunr;;;;;;;;;;;;;x
c_northampton_adj_irish;Cynwidionian;;;;;;;;;;;;;x
c_northampton_adj_norman;Hante;;;;;;;;;;;;;x
c_northampton_adj_norse;Norðhamtunr;;;;;;;;;;;;;x
c_northampton_adj_norsegaelic;Norðhamtunr;;;;;;;;;;;;;x
c_northampton_adj_norwegian;Norðhamtunr;;;;;;;;;;;;;x
c_northampton_adj_saxon;Norþhamtunisc;;;;;;;;;;;;;x
c_northampton_adj_scottish;Cynwidionian;;;;;;;;;;;;;x
c_northampton_adj_swedish;Norðhamtunr;;;;;;;;;;;;;x
c_northampton_adj_welsh;Calchwyneddian;;;;;;;;;;;;;x
c_northeastern_jylland_adj;Himbræsysælr;;;;;;;;;;;;;x
c_northern_halland_adj;Nørræ Hallandr;;;;;;;;;;;;;x
c_northern_jylland_adj;Wændlesysælr;;;;;;;;;;;;;x
c_northern_skane_adj;Nørræ Skanskr;;;;;;;;;;;;;x
c_northumberland_adj;Northumberish;;;;;;;;;;;;;x
c_northumberland_adj_breton;Brynaichian;;;;;;;;;;;;;x
c_northumberland_adj_cornish;Brynaichian;;;;;;;;;;;;;x
c_northumberland_adj_cumbric;Brynaichian;;;;;;;;;;;;;x
c_northumberland_adj_danish;Norðhymbrir;;;;;;;;;;;;;x
c_northumberland_adj_gothic;Norðhymbrir;;;;;;;;;;;;;x
c_northumberland_adj_icelandic;Norðhymbrir;;;;;;;;;;;;;x
c_northumberland_adj_irish;Brynaichian;;;;;;;;;;;;;x
c_northumberland_adj_norse;Norðhymbrir;;;;;;;;;;;;;x
c_northumberland_adj_norsegaelic;Norðhymbrir;;;;;;;;;;;;;x
c_northumberland_adj_norwegian;Norðhymbrir;;;;;;;;;;;;;x
c_northumberland_adj_saxon;Norþhymbrisc;;;;;;;;;;;;;x
c_northumberland_adj_scottish;Brynaichian;;;;;;;;;;;;;x
c_northumberland_adj_swedish;Norðhymbrir;;;;;;;;;;;;;x
c_northumberland_adj_welsh;Brynaichian;;;;;;;;;;;;;x
c_nottingham_adj;Nottinghamish;;;;;;;;;;;;;x
c_novgorod_adj;Veliky Novgorodian;;;;;;;;;;;;;x
c_novgorod_seversky_adj;Novgorod Severskiy;;;;;;;;;;;;;x
c_novosil_adj;Novosilian;;;;;;;;;;;;;x
c_nubia_adj_greek;Pakhôran;Pakhôras;;;;;;;;;;;;x
c_nurnberg_adj;Nürnberger;;;;;;;;;;;;;x
c_nyssa_adj;Nyssan;Nyssa;;;;;;;;;;;;x
c_nyssa_adj_oghuz;Kuš Hisaran;Kuš Hisar;;;;;;;;;;;;x
c_nyssa_adj_turkish;Kuš Hisaran;Kuš Hisar;;;;;;;;;;;;x
c_nyssa_adj_turkmen;Kuš Hisaran;Kuš Hisar;;;;;;;;;;;;x
c_obardheathain_adj;Obar Dheathaineach;;;;;;;;;;;;;x
c_oberbayern_adj;Scheyerner;;;;;;;;;;;;;x
c_obolensk_adj;Obolensk;;;;;;;;;;;;;x
c_ochrid_adj;Ochridan;Ochrid;;;;;;;;;;;;x
c_ochrid_adj_alan;Achrídan;Achrída;;;;;;;;;;;;x
c_ochrid_adj_arberian;Ohërian;Ohër;;;;;;;;;;;;x
c_ochrid_adj_armenian;Achrídan;Achrída;;;;;;;;;;;;x
c_ochrid_adj_georgian;Achrídan;Achrída;;;;;;;;;;;;x
c_ochrid_adj_greek;Achrídan;Achrída;;;;;;;;;;;;x
c_ochrid_adj_oghuz;Ohrian;Ohri;;;;;;;;;;;;x
c_ochrid_adj_romanian;Ohridan;Ohrida;;;;;;;;;;;;x
c_ochrid_adj_turkish;Ohrian;Ohri;;;;;;;;;;;;x
c_ochrid_adj_turkmen;Ohrian;Ohri;;;;;;;;;;;;x
c_odishi_adj;Odishian;;;;;;;;;;;;;x
c_oettingen_adj;Öttingener;;;;;;;;;;;;;x
c_offaly_adj;Offalyan;;;;;;;;;;;;;x
c_okic_adj;Okicaca;Okican;Okican;;Okican;;;;;;;;;x
c_oldenburg_adj;Oldenburger;;;;;;;;;;;;;x
c_oleshye_adj;Bohian;;;;;;;;;;;;;x
c_oleshye_adj_avar;Aq-Suian;;;;;;;;;;;;;x
c_oleshye_adj_bashkir;Koubouan;;;;;;;;;;;;;x
c_oleshye_adj_bolghar;Aq-Suian;;;;;;;;;;;;;x
c_oleshye_adj_cuman;Aq-Suian;;;;;;;;;;;;;x
c_oleshye_adj_hungarian;Bugi;;;;;;;;;;;;;x
c_oleshye_adj_karluk;Aq-Suian;;;;;;;;;;;;;x
c_oleshye_adj_kasogi;Aq-Suian;;;;;;;;;;;;;x
c_oleshye_adj_khavar;Aq-Suian;;;;;;;;;;;;;x
c_oleshye_adj_khazar;Aq-Suian;;;;;;;;;;;;;x
c_oleshye_adj_kirghiz;Aq-Suian;;;;;;;;;;;;;x
c_oleshye_adj_mongol;Aq-Suian;;;;;;;;;;;;;x
c_oleshye_adj_oghuz;Ak-Suian;;;;;;;;;;;;;x
c_oleshye_adj_old_hungarian;Bugi;;;;;;;;;;;;;x
c_oleshye_adj_pecheneg;Ak-Suian;;;;;;;;;;;;;x
c_oleshye_adj_szekely;Bugi;;;;;;;;;;;;;x
c_oleshye_adj_turkish;Ak-Suian;;;;;;;;;;;;;x
c_oleshye_adj_turkmen;Ak-Suian;;;;;;;;;;;;;x
c_oleshye_adj_uyghur;Aq-Suian;;;;;;;;;;;;;x
c_olomuc_adj;Olomuc;;;;;;;;;;;;;x
c_olvia_adj;Yedisanian;Yedisan;Yedisan;;Yedisan;;;;;;;;;x
c_olvia_adj_bashkir;Troullosian;Troullos;Troullos;;Troullos;;;;;;;;;x
c_olvia_adj_bohemian;Jedisanian;Jedisan;Jedisan;;Jedisan;;;;;;;;;x
c_olvia_adj_bosnian;Beloberezhian;Beloberezhia;Beloberezhia;;Beloberezhia;;;;;;;;;x
c_olvia_adj_bulgarian;Beloberezhian;Beloberezhia;Beloberezhia;;Beloberezhia;;;;;;;;;x
c_olvia_adj_carantanian;Beloberezhian;Beloberezhia;Beloberezhia;;Beloberezhia;;;;;;;;;x
c_olvia_adj_croatian;Beloberezhian;Beloberezhia;Beloberezhia;;Beloberezhia;;;;;;;;;x
c_olvia_adj_old_hungarian;Trullosi;;;;;;;;;;;;;x
c_olvia_adj_lithuanian;Edisanasan;Edisanas;Edisanas;;Edisanas;;;;;;;;;x
c_olvia_adj_slovieni;Jedisanian;Jedisan;Jedisan;;Jedisan;;;;;;;;;x
c_olvia_adj_polish;Jedysanian;Jedysan;Jedysan;;Jedysan;;;;;;;;;x
c_olvia_adj_pommeranian;Jedysanian;Jedysan;Jedysan;;Jedysan;;;;;;;;;x
c_olvia_adj_russian;Beloberezhye;;;;;;;;;;;;;x
c_olvia_adj_serbian;Beloberezhian;Beloberezhia;Beloberezhia;;Beloberezhia;;;;;;;;;x
c_omis_adj;Neretvan;;;;;;;;;;;;;x
c_onega_adj;Änineish;Änine;Änine;;Änine;;;;;;;;;x
c_onega_adj_bohemian;Onegan;;;;;;;;;;;;;x
c_onega_adj_bosnian;Onegan;;;;;;;;;;;;;x
c_onega_adj_bulgarian;Onegan;;;;;;;;;;;;;x
c_onega_adj_carantanian;Onegan;;;;;;;;;;;;;x
c_onega_adj_croatian;Onegan;;;;;;;;;;;;;x
c_onega_adj_finnish;Äänisan;Äänis;Äänis;;Äänis;;;;;;;;;x
c_onega_adj_lappish;Äänisan;Äänis;Äänis;;Äänis;;;;;;;;;x
c_onega_adj_livonian;Äänisan;Äänis;Äänis;;Äänis;;;;;;;;;x
c_onega_adj_slovieni;Onegan;;;;;;;;;;;;;x
c_onega_adj_polish;Onegan;;;;;;;;;;;;;x
c_onega_adj_pommeranian;Onegan;;;;;;;;;;;;;x
c_onega_adj_russian;Onegan;;;;;;;;;;;;;x
c_onega_adj_serbian;Onegan;;;;;;;;;;;;;x
c_onega_adj_ugricbaltic;Äänisan;Äänis;Äänis;;Äänis;;;;;;;;;x
c_opava_adj;Opavian;;;;;;;;;;;;;x
c_opole_adj;Opolian;;;;;;;;;;;;;x
c_oppland_adj;Hringaríkir;;;;;;;;;;;;;x
c_orania_adj;Wahrání;;;;;;;;;;;;;x
c_orbetello_adj;Pitgliano;;;;;;;;;;;;;x
c_ormond_adj;Waterfordian;Waterfordienne;Waterforder;;Waterfordiana;;;;;;;;;x
c_oromieh_adj;Oromian;;;;;;;;;;;;;x
c_oromieh_adj_andalusian_arabic;Urmiyan;Urmiyah;;;;;;;;;;;;x
c_oromieh_adj_armenian;Vormian;Vormi;;;;;;;;;;;;x
c_oromieh_adj_bedouin_arabic;Urmiyan;Urmiyah;;;;;;;;;;;;x
c_oromieh_adj_egyptian_arabic;Urmiyan;Urmiyah;;;;;;;;;;;;x
c_oromieh_adj_greek;Ourmian;Ourmia;;;;;;;;;;;;x
c_oromieh_adj_kurdish;Urmian;Urmê;;;;;;;;;;;;x
c_oromieh_adj_levantine_arabic;Urmiyan;Urmiyah;;;;;;;;;;;;x
c_oromieh_adj_maghreb_arabic;Urmiyan;Urmiyah;;;;;;;;;;;;x
c_oromieh_adj_oghuz;Urmiyan;Urmiye;;;;;;;;;;;;x
c_oromieh_adj_sicilian_arabic;Urmiyan;Urmiyah;;;;;;;;;;;;x
c_oromieh_adj_turkish;Urmiyan;Urmiye;;;;;;;;;;;;x
c_oromieh_adj_turkmen;Urmiyan;Urmiye;;;;;;;;;;;;x
c_orsha_adj;Rsha;;;;;;;;;;;;;x
c_ortenberg_adj;Ortenberger;;;;;;;;;;;;;x
c_orvieto_adj;Orvietan;;;;;;;;;;;;;x
c_osnabruck_adj;Ravensberger;;;;;;;;;;;;;x
c_osterreich_adj;Österreicher;;;;;;;;;;;;;x
c_ostfriesland_adj;Ostfrieslander;;;;;;;;;;;;;x
c_ouadane_adj;Wadání;;;;;;;;;;;;;x
c_oualata_adj;Walatí;;;;;;;;;;;;;x
c_ouled_nail_adj;Bú Sa'ídí;;;;;;;;;;;;;x
c_ouled_nail_adj_greek;Dimmidan;Dimmidi;;;;;;;;;;;;x
c_ouled_nail_adj_roman;Dimmidan;Dimmidi;;;;;;;;;;;;x
c_oversticht_adj;Overstichts;;;;;;;;;;;;;x
c_oxford_adj;Oxfordish;;;;;;;;;;;;;x
c_oxford_adj_breton;Rhydychenian;;;;;;;;;;;;;x
c_oxford_adj_cornish;Rhydychenian;;;;;;;;;;;;;x
c_oxford_adj_cumbric;Rhydychenian;;;;;;;;;;;;;x
c_oxford_adj_danish;Oxnafordr;;;;;;;;;;;;;x
c_oxford_adj_gothic;Oxnafordr;;;;;;;;;;;;;x
c_oxford_adj_icelandic;Oxnafordr;;;;;;;;;;;;;x
c_oxford_adj_irish;Rhydychenian;;;;;;;;;;;;;x
c_oxford_adj_norse;Oxnafordr;;;;;;;;;;;;;x
c_oxford_adj_norsegaelic;Oxnafordr;;;;;;;;;;;;;x
c_oxford_adj_norwegian;Oxnafordr;;;;;;;;;;;;;x
c_oxford_adj_saxon;Oxnafordisc;;;;;;;;;;;;;x
c_oxford_adj_scottish;Rhydychenian;;;;;;;;;;;;;x
c_oxford_adj_swedish;Oxnafordr;;;;;;;;;;;;;x
c_oxford_adj_welsh;Rhydychenian;;;;;;;;;;;;;x
c_padua_adj;Padua;;;;;;;;;;;;;x
c_palencia_adj;Palentina;;;;;;;;;;;;;x
c_palermo_adj;Palermino;;;;;;;;;;;;;x
c_pallars_adj;Pallares;;;;;;;;;;;;;x
c_pandjgur_adj;Pandjguri;;;;;;;;;;;;;x
c_panjikend_adj;Panjikendi;;;;;;;;;;;;;x
c_paphlagonia_adj_central_italian;Paphlagonian;Paphlagonia;;;;;;;;;;;;x
c_paphlagonia_adj_corsican;Paphlagonian;Paphlagonia;;;;;;;;;;;;x
c_paphlagonia_adj_dalmatian;Paphlagonian;Paphlagonia;;;;;;;;;;;;x
c_paphlagonia_adj_frankish;Paphlagonian;Paphlagonia;;;;;;;;;;;;x
c_paphlagonia_adj_italian;Paphlagonian;Paphlagonia;;;;;;;;;;;;x
c_paphlagonia_adj_ligurian;Paphlagonian;Paphlagonia;;;;;;;;;;;;x
c_paphlagonia_adj_neapolitan;Paphlagonian;Paphlagonia;;;;;;;;;;;;x
c_paphlagonia_adj_norman;Paphlagonian;Paphlagonia;;;;;;;;;;;;x
c_paphlagonia_adj_oghuz;Kastamúniyyan;Kastamúniyye;;;;;;;;;;;;x
c_paphlagonia_adj_sardinian;Paphlagonian;Paphlagonia;;;;;;;;;;;;x
c_paphlagonia_adj_sicilian;Paphlagonian;Paphlagonia;;;;;;;;;;;;x
c_paphlagonia_adj_southern_italian;Paphlagonian;Paphlagonia;;;;;;;;;;;;x
c_paphlagonia_adj_turkish;Kastamúniyyan;Kastamúniyye;;;;;;;;;;;;x
c_paphlagonia_adj_turkmen;Kastamúniyyan;Kastamúniyye;;;;;;;;;;;;x
c_paphlagonia_adj_tuscan;Paphlagonian;Paphlagonia;;;;;;;;;;;;x
c_paphlagonia_adj_venetian;Paphlagonian;Paphlagonia;;;;;;;;;;;;x
c_parma_adj;San Secondo;;;;;;;;;;;;;x
c_passau_adj;Passauer;;;;;;;;;;;;;x
c_pavia_adj;Pavese;;;;;;;;;;;;;x
c_pecheneg_adj;Haqmaran;Haqmar;Haqmar;;Haqmar;;;;;;;;;x
c_pecheneg_adj_bohemian;Sakmarian;Sakmar;Sakmar;;Sakmar;;;;;;;;;x
c_pecheneg_adj_bosnian;Sakmarian;Sakmar;Sakmar;;Sakmar;;;;;;;;;x
c_pecheneg_adj_bulgarian;Sakmarian;Sakmar;Sakmar;;Sakmar;;;;;;;;;x
c_pecheneg_adj_carantanian;Sakmarian;Sakmar;Sakmar;;Sakmar;;;;;;;;;x
c_pecheneg_adj_croatian;Sakmarian;Sakmar;Sakmar;;Sakmar;;;;;;;;;x
